"","Phoridae","Ceratopogoni","Chironomidae","Chaoboridae","Ephydridae","Sciomyzidae","Stratiomyida","Tabanidae","Tipulidae","Caenidae","Pteromalidae","Eulophidae","Scelionidae","Ichneumonida","Mymaridae","Libellulidae","Lestidae","Coenagrionid","Hydroptilida","Leptoceridae"
"1",0,0.506136267456623,0.489631823952603,0,0.000846381718154888,0.000423190859077444,0.000423190859077444,0,0,0.000423190859077444,0,0.000423190859077444,0,0,0,0,0,0.00126957257723233,0.000423190859077444,0
"2",0,0.0392341494036409,0.873509102322662,0,0.00439422473320778,0.000627746390458255,0,0,0.000313873195229127,0.000313873195229127,0.000313873195229127,0.000313873195229127,0.000313873195229127,0,0.000313873195229127,0.00156936597614564,0.000627746390458255,0.00188323917137476,0.0637162586315129,0.0125549278091651
"3",0,0.0138427464008859,0.966777408637874,0.000553709856035437,0.000553709856035437,0,0,0.00276854928017719,0.00110741971207087,0.00110741971207087,0.000553709856035437,0,0,0,0.000553709856035437,0,0.000553709856035437,0.00166112956810631,0.00166112956810631,0.00830564784053156
"4",0,0.00665680473372781,0.976331360946746,0,0.000739644970414201,0,0,0,0,0,0,0,0,0,0.000739644970414201,0,0,0,0.0133136094674556,0.0022189349112426
"5",0,0.00690675875678342,0.96250616674889,0,0.000493339911198816,0.000493339911198816,0,0,0,0,0,0,0,0,0,0,0,0.000493339911198816,0.010853478046374,0.0182535767143562
"6",0.000386847195357834,0.00425531914893617,0.979497098646035,0,0.0011605415860735,0,0,0,0,0.000773694390715667,0,0,0,0,0,0.0011605415860735,0,0.00154738878143133,0.0011605415860735,0.0100580270793037
"7",0,0.0199104031856645,0.939771030363365,0,0,0.000497760079641613,0.000995520159283225,0,0,0.00199104031856645,0,0,0,0.000497760079641613,0.000497760079641613,0.000497760079641613,0,0,0.00199104031856645,0.0333499253359881
"8",0,0.0120967741935484,0.97741935483871,0,0,0,0,0,0,0.0032258064516129,0,0.000806451612903226,0,0,0,0,0,0.00241935483870968,0.00161290322580645,0.00241935483870968
"9",0,0.0066006600660066,0.861386138613861,0,0.0132013201320132,0,0,0.0528052805280528,0,0.0099009900990099,0,0,0,0.0033003300330033,0,0,0,0,0.0396039603960396,0.0132013201320132
