"","MDS1","MDS3","Taxa"
"Cecidomyiidae",-0.0623413662432259,0.562678993190295,"Cecidomyiidae"
"Phoridae",-0.214712859581587,-0.431932517704407,"Phoridae"
"Dolichopodidae",-0.202565883109809,0.660753217965953,"Dolichopodidae"
"Scelionidae",-0.253671155791409,0.439073119900707,"Scelionidae"
