"","MDS1","MDS3","Taxa"
"Araneae",-0.652934926560805,-0.12000923702505,"Araneae"
"Chironomidae",0.556025097584345,0.276747119806555,"Chironomidae"
"Dolichopodidae",-0.190305369855237,0.495657473356456,"Dolichopodidae"
"Ephydridae",-0.208679943492319,0.426513038570156,"Ephydridae"
"Carnidae",-0.227760508976795,0.439487528769898,"Carnidae"
"Stratiomyidae",-0.284493873659526,-0.422698559885831,"Stratiomyidae"
