"","MDS1","MDS2","Taxa"
"Araneae",-0.641000198535934,-0.398620948757692,"Araneae"
"Carabidae",-0.0716546660344301,0.538274917852403,"Carabidae"
"Chironomidae",0.605882592785505,0.13505271932523,"Chironomidae"
